city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price
Bellevue Hill,151.2460272,-33.87813512,100,1,4,0,0,4,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,386
Darlinghurst,151.2172113,-33.88067442,96,5,1,1000,60,4,1.5,2,2,House,Entire home/apt,0,1,0,strict_14_with_grace_period,369
Mosman,151.2326894,-33.84049368,100,6,1,500,350,4,1,1,2,Apartment,Entire home/apt,176,1,0,moderate,190
Bayview,151.2947696,-33.65800166,93.41241287,0,21,3000,120,6,2,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,369
Bondi Beach,151.2677692,-33.88772808,93.41241287,0,7,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,250
Beacon Hill,151.2535255,-33.75843577,100,16,2,0,15,2,1,1,1,Apartment,Entire home/apt,154,1,1,strict_14_with_grace_period,92
Camperdown,151.1769697,-33.88645664,85,4,1,600,80,5,1.5,2,3,House,Entire home/apt,0,1,0,moderate,150
Balgowlah,151.2618215,-33.79604823,100,33,1,0,0,2,1,1,0,House,Private room,56,0,1,strict_14_with_grace_period,130
Greenwich,151.1853941,-33.82286576,93.41241287,0,4,200,50,4,1,1,3,Apartment,Entire home/apt,0,0,0,flexible,150
Bondi Beach,151.2660655,-33.88779312,90,2,2,0,0,2,1,1,1,House,Private room,60,0,0,flexible,70
Waitara,151.1081438,-33.70990769,90,12,1,128,15,2,1,1,1,Apartment,Private room,66,1,0,strict_14_with_grace_period,38
Dulwich Hill,151.142345,-33.89743134,100,5,7,480,140,6,1.5,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,290
Petersham,151.1538609,-33.89975934,97,43,4,0,21,2,1,1,1,House,Private room,47,0,1,moderate,59
Queens Park,151.2441632,-33.89848719,93.41241287,1,21,0,0,8,3,4,4,House,Entire home/apt,0,0,0,flexible,401
Sydney,151.2030859,-33.86903525,100,1,5,500,80,2,1,1,1,Apartment,Private room,58,1,0,strict_14_with_grace_period,100
Newtown,151.182067,-33.89754281,100,19,2,0,50,4,1,0,1,Apartment,Entire home/apt,0,1,0,moderate,110
Darlinghurst,151.2192646,-33.87866498,87,110,1,0,130,8,2,4,4,House,Entire home/apt,250,1,0,strict_14_with_grace_period,420
North Bondi,151.2850466,-33.89002931,93.41241287,0,7,300,50,1,1,1,1,House,Private room,0,0,0,flexible,80
Coogee,151.254884,-33.92479856,95,118,3,0,0,4,1,2,4,Apartment,Entire home/apt,266,0,1,strict_14_with_grace_period,200
Bondi,151.2640179,-33.89268406,89,15,1,140,40,4,1,0,2,Apartment,Entire home/apt,356,0,0,strict_14_with_grace_period,100
Sydney,151.2180146,-33.87850209,100,7,1,0,60,3,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,180
Maroubra,151.2522832,-33.94022171,100,3,5,0,35,2,1,1,1,House,Private room,65,1,0,strict_14_with_grace_period,65
Milsons Point,151.2096071,-33.84480199,93.41241287,0,6,300,120,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,300
Maroubra,151.2433665,-33.94146325,100,1,10,2000,400,8,2.5,4,8,House,Entire home/apt,365,0,0,moderate,500
Meadowbank,151.0898385,-33.81838108,100,5,1,0,0,4,2,2,2,Apartment,Entire home/apt,0,0,0,flexible,180
Milsons Point,151.2116827,-33.8469211,90,32,3,400,230,4,2,2,3,Apartment,Entire home/apt,149,0,0,strict_14_with_grace_period,250
Rose Bay,151.2720812,-33.87078007,100,3,3,1000,200,8,3.5,4,5,House,Entire home/apt,0,0,0,flexible,350
Waverley,151.2542393,-33.9004768,93.41241287,0,7,0,50,2,2,1,1,Apartment,Entire home/apt,0,1,0,moderate,99
Waverley,151.2532117,-33.89922333,84,5,7,800,60,4,1,2,3,House,Entire home/apt,15,1,0,strict_14_with_grace_period,260
Waverton,151.1967608,-33.83718846,100,2,2,150,35,2,1,1,1,Apartment,Private room,4,0,0,flexible,65
Ingleburn,150.866959,-34.00747978,95,4,1,129,0,2,1,1,1,House,Private room,89,0,0,moderate,53
Wolli Creek,151.1533515,-33.92928999,93,8,2,0,15,3,1,1,1,Apartment,Entire home/apt,0,1,0,moderate,80
Edgecliff,151.2359641,-33.87880241,93.41241287,1,4,0,0,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,65
Coogee,151.2473785,-33.92416772,93.41241287,0,5,2000,200,7,2,4,5,House,Entire home/apt,73,1,0,strict_14_with_grace_period,911
Sydney,151.208711,-33.86413398,93.41241287,8,31,1100,198,2,1,1,1,Apartment,Entire home/apt,362,1,0,strict_14_with_grace_period,166
Coogee,151.2524812,-33.92301267,98,31,3,500,20,3,1,1,2,Apartment,Private room,84,1,1,strict_14_with_grace_period,80
Darlinghurst,151.2140748,-33.87657657,95,4,4,500,90,3,1,2,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,390
Maroubra,151.2547298,-33.94186833,93.41241287,1,1,0,30,1,1,1,1,House,Private room,362,1,0,moderate,53
Camperdown,151.1815467,-33.89186324,90,2,2,0,0,2,1,0,1,Apartment,Entire home/apt,0,0,0,flexible,78
Neutral Bay,151.2209859,-33.83938524,96,16,4,500,200,7,2,4,5,Apartment,Entire home/apt,351,1,0,strict_14_with_grace_period,680
Castle Hill,151.0029275,-33.73190745,93.41241287,1,14,500,385,6,2,3,5,Apartment,Entire home/apt,110,0,0,strict_14_with_grace_period,214
Rose Bay,151.2713327,-33.87901464,93.41241287,0,1,0,0,4,1,2,2,Apartment,Entire home/apt,89,1,0,flexible,229
Freshwater,151.2792089,-33.77262539,90,4,1,0,80,4,1,2,2,Apartment,Entire home/apt,0,1,0,moderate,179
Palm Beach,151.3242944,-33.60483539,90,2,2,2000,350,10,3,4,9,House,Entire home/apt,349,0,0,strict_14_with_grace_period,1250
Manly,151.2862098,-33.79552758,93.41241287,0,5,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,300
Blacktown,150.9026604,-33.76776155,100,3,1,150,7,2,1,1,1,Bed and breakfast,Private room,0,0,0,flexible,50
Dover Heights,151.2822187,-33.87023757,95,12,4,250,45,2,1,1,1,Guesthouse,Entire home/apt,84,1,0,strict_14_with_grace_period,105
Clovelly,151.2651771,-33.91353116,93.41241287,0,5,1500,0,6,2,3,4,House,Entire home/apt,34,0,0,strict_14_with_grace_period,500
North Bondi,151.2833328,-33.8896452,97,9,5,0,30,2,1,0,1,Apartment,Entire home/apt,0,0,0,flexible,150
Randwick,151.2375877,-33.90897174,100,3,1,150,15,2,1,1,1,Apartment,Private room,0,1,0,moderate,91
Woolloomooloo,151.2168426,-33.87196968,94,26,2,300,126,3,1,1,1,Apartment,Entire home/apt,1,0,0,flexible,129
Paddington,151.2291889,-33.88552339,100,3,3,200,30,2,2,2,2,House,Private room,0,1,0,strict_14_with_grace_period,85
Maroubra,151.2372111,-33.93315841,100,1,5,500,0,2,1,1,1,Apartment,Entire home/apt,83,0,0,strict_14_with_grace_period,115
Sydney Olympic Park,151.0745414,-33.8482938,98,16,1,0,50,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,111
Surry Hills,151.2103279,-33.87902302,93.41241287,0,1,0,0,2,1,1,1,Apartment,Entire home/apt,79,0,0,flexible,140
Sans Souci,151.1327663,-33.98466317,100,3,2,150,0,2,2,1,1,House,Private room,89,1,0,flexible,59
Bondi Beach,151.2716794,-33.89001243,99,42,2,250,30,2,1,1,1,Apartment,Private room,0,1,0,moderate,74
Ultimo,151.1973645,-33.8794665,90,2,3,0,150,2,1,1,2,Apartment,Entire home/apt,365,0,0,moderate,299
Double Bay,151.2390924,-33.87830872,87,7,5,500,300,5,1,2,4,House,Entire home/apt,272,1,0,strict_14_with_grace_period,229
Waterloo,151.2096453,-33.90321101,95,37,2,500,139,8,2,3,4,Apartment,Entire home/apt,113,0,0,strict_14_with_grace_period,259
Kirribilli,151.2125296,-33.843742,93.41241287,0,14,500,100,2,1.5,1,1,House,Private room,0,0,0,strict_14_with_grace_period,135
Redfern,151.2128227,-33.89603495,93,206,2,0,0,2,1,1,1,Condominium,Private room,295,1,0,strict_14_with_grace_period,98
Botany,151.2056615,-33.95080428,93.41241287,0,10,0,200,2,1,0,1,Apartment,Entire home/apt,0,0,0,flexible,69
Surry Hills,151.2097264,-33.88039575,93.41241287,1,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,80
North Parramatta,151.0083913,-33.80028662,93.41241287,0,1,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,41
Maroubra,151.248957,-33.94652896,93.41241287,0,3,500,100,5,2.5,3,4,Townhouse,Entire home/apt,0,1,0,strict_14_with_grace_period,100
Darlinghurst,151.2137937,-33.87643474,93.41241287,0,5,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,59
North Bondi,151.2800641,-33.88144105,87,5,1,500,50,2,1,1,1,Apartment,Private room,164,1,0,flexible,55
Clovelly,151.262759,-33.91296983,80,1,4,500,570,9,2,5,5,House,Entire home/apt,18,1,0,strict_14_with_grace_period,1099
Marrickville,151.1573486,-33.91099524,81,27,2,0,0,1,2,1,1,Guesthouse,Private room,358,1,0,strict_14_with_grace_period,40
Bondi Beach,151.2707396,-33.88739817,100,7,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,55
Sydney,151.2077894,-33.86960788,89,207,1,350,49,3,1,0,2,Apartment,Entire home/apt,140,1,0,strict_14_with_grace_period,108
Pyrmont,151.1913964,-33.86750768,100,3,2,300,150,2,1,1,1,Apartment,Private room,364,1,0,moderate,98
Leichhardt,151.1600545,-33.88790708,95,4,14,200,130,4,2,2,2,Apartment,Entire home/apt,134,1,0,strict_14_with_grace_period,144
Sydenham,151.1657988,-33.91714118,93.41241287,0,1,150,50,3,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,85
Bondi Beach,151.2706494,-33.88787118,93.41241287,1,1,0,0,2,2,1,1,House,Private room,0,0,0,flexible,70
Manly,151.2870239,-33.80003221,93.41241287,0,2,150,0,2,1,1,1,Apartment,Private room,1,0,0,flexible,90
Zetland,151.2093197,-33.90392418,98,9,1,0,35,2,1,1,2,Apartment,Private room,0,0,1,moderate,70
Parramatta,150.9920165,-33.82287806,92,5,2,200,25,2,1,1,1,House,Private room,179,1,0,moderate,59
Maroubra,151.2479973,-33.95492798,93,3,3,0,20,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,41
Avalon,151.3293855,-33.63354341,95,15,2,1000,300,6,2,3,3,Apartment,Entire home/apt,325,1,0,strict_14_with_grace_period,401
Bondi,151.2625665,-33.8909795,80,5,2,150,0,2,1,1,1,Apartment,Private room,0,1,0,moderate,99
Sans Souci,151.1327967,-33.98466072,93.41241287,0,2,150,0,2,2,1,1,House,Private room,89,1,0,flexible,78
Allambie Heights,151.2545906,-33.77582397,93.41241287,2,5,1000,150,8,3,4,4,House,Entire home/apt,124,0,0,moderate,700
Newtown,151.1868064,-33.8935684,97,23,4,500,40,2,1,1,1,Apartment,Private room,78,1,1,moderate,70
Sydney,151.2026659,-33.87608532,100,1,14,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,80
Watsons Bay,151.2792035,-33.84018207,100,14,2,250,60,3,1,1,2,Guest suite,Entire home/apt,233,0,0,strict_14_with_grace_period,229
Jordan Springs,150.730773,-33.72240827,97,22,1,0,18,2,2,1,1,House,Private room,313,0,0,flexible,40
Cremorne,151.223805,-33.8344421,100,4,3,0,100,5,1,2,5,Apartment,Entire home/apt,181,0,0,flexible,200
Darlinghurst,151.2190367,-33.88163618,90,2,1,0,25,2,2,1,1,House,Private room,0,1,0,strict_14_with_grace_period,69
Avalon Beach,151.3352235,-33.62454922,100,1,3,1000,0,4,1,2,3,House,Entire home/apt,0,1,0,strict_14_with_grace_period,585
Manly,151.2843357,-33.79521789,91,23,1,500,30,4,1,1,2,Townhouse,Private room,179,0,0,moderate,94
Narrabeen,151.2965792,-33.72251964,93.41241287,0,3,0,0,2,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,74
Stanmore,151.1632698,-33.89632852,93.41241287,0,1,0,0,2,1,1,2,House,Entire home/apt,0,1,0,flexible,50
Earlwood,151.1250645,-33.92489241,80,1,6,1500,15,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,160
Dee Why,151.2845784,-33.75628271,100,3,4,5000,100,6,2,2,2,Loft,Entire home/apt,104,1,1,strict_14_with_grace_period,285
Sydney,151.2746266,-33.88929536,93.41241287,0,7,1000,160,6,3,4,4,Apartment,Entire home/apt,41,1,0,strict_14_with_grace_period,500
Camperdown,151.1789007,-33.88699025,93,34,2,0,0,1,1,1,1,Townhouse,Private room,234,0,0,strict_14_with_grace_period,76
Rose Bay,151.2631956,-33.87386943,89,20,4,400,130,4,2,2,3,Apartment,Entire home/apt,89,1,0,strict_14_with_grace_period,179
Maroubra,151.2568885,-33.94455358,93.41241287,0,3,0,20,2,1,1,1,Apartment,Private room,364,1,0,moderate,179
Enmore,151.1725589,-33.89910591,93.41241287,0,1,0,10,1,2,1,1,House,Private room,0,1,0,flexible,85
Manly,151.2854368,-33.79616735,96,35,1,300,100,3,1,1,2,Apartment,Entire home/apt,334,0,1,moderate,190
Newtown,151.1799266,-33.89166785,94,32,4,600,120,5,2,2,4,Apartment,Entire home/apt,308,1,1,strict_14_with_grace_period,250
Elizabeth Bay,151.2283727,-33.8711993,95,4,1,0,15,1,2,4,1,Apartment,Private room,87,1,0,strict_14_with_grace_period,90
Earlwood,151.1430864,-33.92342983,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,150
Maroubra,151.2567728,-33.94407798,100,4,3,150,100,2,1,1,1,Apartment,Entire home/apt,35,1,0,flexible,125
Balmain,151.1778548,-33.86069548,93.41241287,0,2,0,100,5,2,3,3,House,Entire home/apt,0,0,0,moderate,295
Ashfield,151.1374507,-33.8877153,93.41241287,0,3,0,0,4,1.5,2,1,Townhouse,Entire home/apt,0,0,0,flexible,202
Turrella,151.1398189,-33.93174483,93.41241287,0,7,0,0,2,2,1,1,Apartment,Private room,0,0,0,flexible,54
Tamarama,151.2688157,-33.89655732,91,20,7,0,120,2,1,1,1,Apartment,Entire home/apt,362,0,0,flexible,175
Surry Hills,151.2104735,-33.87644862,94,54,1,300,85,9,1.5,3,7,House,Entire home/apt,292,1,0,strict_14_with_grace_period,275
Potts Point,151.2235569,-33.87380497,98,9,2,0,120,4,1,2,2,Apartment,Entire home/apt,0,0,1,moderate,230
Arncliffe,151.14535,-33.9341042,93.41241287,0,4,200,0,1,2,1,1,Apartment,Private room,84,0,0,flexible,55
Kensington,151.2267306,-33.91538811,60,2,1,150,0,4,1,2,2,Other,Entire home/apt,0,0,0,flexible,155
Lidcombe,151.0457164,-33.86365899,90,6,1,0,0,2,1,1,1,Serviced apartment,Private room,86,0,0,flexible,150
Bondi,151.2603215,-33.89321131,93.41241287,1,3,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,110
Manly,151.2873024,-33.79568782,97,47,2,500,165,2,1,0,1,Apartment,Entire home/apt,261,0,0,strict_14_with_grace_period,150
Newington,151.0533284,-33.83840334,99,14,2,0,40,2,1,1,2,House,Private room,64,0,1,moderate,70
North Bondi,151.2768018,-33.88117859,100,10,2,0,0,1,1,1,1,Apartment,Private room,158,1,0,strict_14_with_grace_period,70
Marrickville,151.1592275,-33.91072249,77,13,2,0,0,1,2,1,1,Townhouse,Private room,360,1,0,strict_14_with_grace_period,30
Quakers Hill,150.9065939,-33.72433342,93.41241287,0,5,130,50,4,1,3,2,House,Entire home/apt,0,0,0,flexible,150
Randwick,151.2534467,-33.90492867,93.41241287,0,5,500,0,3,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,150
Glenfield,150.9002189,-33.9709932,94,17,1,0,15,2,1,1,1,House,Private room,166,0,0,moderate,46
Darlinghurst,151.2235463,-33.87593644,96,51,1,500,99,4,1,1,3,Apartment,Entire home/apt,121,1,1,strict_14_with_grace_period,130
Clareville,151.3147568,-33.63381826,100,4,3,500,400,9,3.5,5,5,House,Entire home/apt,6,1,0,strict_14_with_grace_period,1800
Surry Hills,151.2165108,-33.8875571,80,1,4,0,0,2,2,1,1,House,Private room,0,1,0,flexible,50
Surry Hills,151.2124533,-33.87884822,93.41241287,0,5,0,80,2,1,1,1,Apartment,Entire home/apt,65,0,0,strict_14_with_grace_period,250
Paddington,151.2289512,-33.87917633,97,62,2,500,170,9,3,4,5,House,Entire home/apt,159,1,1,strict_14_with_grace_period,343
Avalon Beach,151.3398112,-33.62854144,99,44,1,130,35,2,1,1,1,Apartment,Entire home/apt,75,0,1,flexible,111
Chatswood,151.1814449,-33.79597781,84,10,31,950,242,4,1,1,3,Apartment,Entire home/apt,352,1,0,strict_14_with_grace_period,145
Greenwich,151.1825033,-33.82777283,98,88,1,500,200,8,3,3,5,Villa,Entire home/apt,96,1,1,strict_14_with_grace_period,406
Peakhurst,151.0532515,-33.96265924,100,2,1,0,20,2,1.5,1,1,House,Private room,0,1,1,moderate,65
Manly,151.2860464,-33.80011636,100,1,4,0,0,4,1,2,2,Apartment,Entire home/apt,0,1,0,moderate,300
Avalon,151.3356581,-33.61766883,98,30,2,0,0,4,1,2,3,Bed and breakfast,Entire home/apt,34,0,1,strict_14_with_grace_period,179
Petersham,151.158511,-33.89930759,95,67,1,120,25,2,1.5,1,1,House,Private room,330,1,1,moderate,65
Sydney,151.2045962,-33.87617291,84,49,2,140,75,2,1,0,1,Apartment,Entire home/apt,170,1,0,strict_14_with_grace_period,119
North Bondi,151.2825042,-33.88757129,93.41241287,0,21,0,0,2,1,1,1,House,Private room,0,0,0,flexible,43
Bondi,151.2726541,-33.89627714,100,1,4,0,0,5,1,2,3,Apartment,Entire home/apt,0,0,0,flexible,300
Rosebery,151.2036064,-33.91242497,60,1,3,0,100,2,1,1,1,Apartment,Entire home/apt,365,0,0,flexible,370
Sydney,151.1520326,-33.88490106,99,62,2,0,25,2,1,1,1,Apartment,Private room,8,1,1,strict_14_with_grace_period,45
Eastlakes,151.2114553,-33.92690376,100,1,1,0,0,1,1,1,1,Apartment,Private room,0,1,0,flexible,55
Coogee,151.2597103,-33.91701741,100,8,7,500,25,2,1,1,1,Condominium,Private room,28,0,1,strict_14_with_grace_period,50
Ultimo,151.1969621,-33.88186084,95,13,2,0,35,2,1,1,1,Apartment,Private room,30,0,1,strict_14_with_grace_period,125
Drummoyne,151.1561854,-33.84794707,93.41241287,0,3,6000,100,2,1,1,1,Apartment,Private room,363,1,0,strict_14_with_grace_period,250
Marrickville,151.1563672,-33.9089402,100,1,4,600,70,6,2,3,3,Apartment,Entire home/apt,48,1,0,moderate,150
Sydney,151.2082517,-33.87865777,100,3,3,1500,250,5,3,3,3,Apartment,Entire home/apt,11,1,0,strict_14_with_grace_period,900
Centennial Park,151.2323828,-33.88972516,93.41241287,1,14,0,0,2,1,1,1,Apartment,Entire home/apt,30,0,0,flexible,70
Queenscliff,151.2871952,-33.78425993,99,25,2,1500,200,4,2,2,0,Apartment,Entire home/apt,16,1,1,strict_14_with_grace_period,320
Caringbah,151.1288094,-34.03560341,100,3,7,500,150,5,2,3,4,House,Entire home/apt,18,0,0,strict_14_with_grace_period,451
Ultimo,151.2001852,-33.87974705,97,68,3,140,100,7,1.5,3,3,House,Entire home/apt,198,1,1,strict_14_with_grace_period,349
Newtown,151.1810693,-33.90017924,93,3,3,0,100,6,1.5,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,295
Epping,151.0750405,-33.77080745,99,31,1,389,68,5,1,2,4,Apartment,Entire home/apt,150,0,1,strict_14_with_grace_period,155
Pyrmont,151.1906721,-33.8680272,97,8,1,500,95,2,1,1,1,Apartment,Entire home/apt,6,0,0,moderate,76
Zetland,151.2092794,-33.90575809,60,1,14,0,100,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,150
Enmore,151.1738104,-33.90489178,100,2,21,0,60,2,1,1,1,Apartment,Private room,0,1,0,flexible,106
Newtown,151.1852852,-33.89254614,93.41241287,0,7,0,0,1,1,1,1,Apartment,Private room,55,0,0,flexible,50
Maroubra,151.2420116,-33.94223218,94,184,2,300,50,3,1,1,2,Apartment,Entire home/apt,257,1,1,strict_14_with_grace_period,140
Erskineville,151.1825644,-33.90396428,100,1,4,1200,50,4,1,2,2,House,Entire home/apt,22,0,1,strict_14_with_grace_period,401
Bondi Beach,151.2732994,-33.88853431,93,3,6,0,80,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,130
Wentworth Point,151.0775145,-33.82466282,90,56,1,1000,60,6,2,2,3,Apartment,Entire home/apt,0,0,0,moderate,139
Bondi Junction,151.2477779,-33.89134895,93.41241287,0,14,200,10,2,1,1,1,Apartment,Private room,0,1,0,strict_14_with_grace_period,55
Darlinghurst,151.2135659,-33.87617765,100,1,2,500,0,6,1,0,4,Apartment,Entire home/apt,332,1,0,strict_14_with_grace_period,219
Glebe,151.1934827,-33.88125317,93,52,2,350,50,2,1,1,1,Apartment,Entire home/apt,178,1,0,strict_14_with_grace_period,130
Bondi Beach,151.2777346,-33.88776237,93.41241287,0,5,500,200,5,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,300
Petersham,151.1524711,-33.89680873,100,3,4,0,25,4,1,2,2,House,Entire home/apt,0,0,0,strict_14_with_grace_period,130
Marrickville,151.1536075,-33.91376569,80,1,3,200,100,6,1,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,501
Manly,151.2863087,-33.79837788,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,190,0,0,flexible,189
Brighton-Le-Sands,151.1533599,-33.96067658,92,13,2,2000,200,11,3,4,5,Loft,Entire home/apt,252,0,0,strict_14_with_grace_period,580
Double Bay,151.2501025,-33.87113255,100,1,2,0,50,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,401
North Willoughby,151.198544,-33.79295305,80,4,2,0,0,3,2,1,5,House,Private room,43,0,0,flexible,89
Randwick,151.2428287,-33.9212593,95,13,3,0,80,2,1,1,1,Apartment,Entire home/apt,7,1,0,flexible,76
Bondi Beach,151.2703444,-33.89123718,91,7,1,0,50,2,1.5,1,1,Apartment,Private room,0,1,0,flexible,80
Rockdale,151.1350639,-33.94599768,93.41241287,0,1,0,40,2,1,1,1,House,Private room,0,1,0,strict_14_with_grace_period,100
Sydney,151.2620376,-33.89107557,70,2,7,0,100,3,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,86
Camperdown,151.1868057,-33.88861537,68,5,1,150,0,2,0,1,2,Other,Private room,0,1,0,flexible,62
Bondi Beach,151.2736448,-33.8864626,100,3,3,0,25,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,45
Collaroy,151.300413,-33.73918547,96,36,2,200,0,2,1,0,1,Apartment,Entire home/apt,365,1,1,moderate,158
Rushcutters Bay,151.2286556,-33.87686387,100,3,2,0,0,4,2,2,3,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,230
Camperdown,151.1753541,-33.88913027,93,56,1,0,49,2,1,1,1,Apartment,Private room,115,1,1,flexible,86
Redfern,151.2052738,-33.89194793,93.41241287,0,7,500,120,6,2,3,4,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,419
Rhodes,151.0835865,-33.83303598,100,2,2,500,70,2,1,1,2,Apartment,Private room,20,0,0,strict_14_with_grace_period,90
Narrabeen,151.3026679,-33.70926752,80,2,1,0,0,1,1,1,2,Apartment,Shared room,288,0,0,flexible,62
Ashfield,151.1315576,-33.88418496,100,1,3,150,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,135
Marrickville,151.1576503,-33.91308675,100,1,2,0,60,4,1,1,2,Townhouse,Entire home/apt,0,0,0,moderate,120
